district,total_enrolment,total_biometric,total_population,enrol_norm,bio_norm,demo_norm,governance_risk_score
Dr. B. R. Ambedkar Konaseema,665,7306.0,13688.0,0.015199029459564629,0.012060842377039168,0.031186561162159634,0.2046666365022096
Dumka,5825,76212.0,58854.0,0.1333119692356994,0.12581178746768532,0.1340921880945166,0.2768310650624506
Dungarpur,6571,86558.0,94549.0,0.15038798727310185,0.14289110244617523,0.21541921181480359,0.27422779352475013
Durg,4095,179851.0,75690.0,0.09371208826424336,0.2969004328432619,0.1724511115110946,0.3217547861407832
East,370,5523.0,5836.0,0.008446448600270103,0.009117442163754081,0.013296666491990329,0.2043662230072116
East Champaran,29323,212134.0,242549.0,0.6711836473092682,0.35019364040662837,0.552620486800165,0.4980268177263257
East Delhi,10736,122805.0,185497.0,0.24572527296449745,0.20272813415169655,0.4226339520672944,0.2948545724330187
East Garo Hills,6052,2724.0,6317.0,0.13850802298166504,0.004496815581036777,0.014392570635692754,0.25432342129794216
East Godavari,7678,301850.0,152129.0,0.17572733307391214,0.49829801143023167,0.3466087348800543,0.4002883908256467
East Jaintia Hills,5133,2782.0,3327.0,0.11747201684711699,0.004592562755669718,0.007580193526191197,0.24730979313587645
East Kameng,181,4297.0,1393.0,0.00412021882940005,0.007093544989616384,0.003173793081450056,0.20385074691131658
East Khasi Hills,28812,21004.0,16192.0,0.6594868038546936,0.034673683723970804,0.03689164219299305,0.4702858665928672
East Midnapore,2118,26698.0,24549.0,0.04845835145466614,0.044073414971556486,0.05593212229470024,0.225826282111549
East Midnapur,1,13.0,20.0,0.0,2.1460573624624852e-05,4.556773986288667e-05,0.1999994706814773
East Nimar,3859,40363.0,9291.0,0.08831002357680774,0.06663177947774869,0.021168493553304,0.25774302251116177
East Siang,168,3321.0,2503.0,0.0038226474694989356,0.005482351154413779,0.0057028026438402666,0.20258143892079705
East Sikkim,339,4089.0,3480.0,0.007736855357428983,0.006750175811622386,0.00792878673614228,0.20420905512039209
East Singhbhum,8191,136106.0,58937.0,0.1874699567377023,0.22468560259639925,0.13428129421494758,0.3380059648906511
East Singhbum,1447,0.0,0.0,0.03309909126284707,0.0,0.0,0.21323963650513883
Eastern West Khasi Hills,818,8.0,292.0,0.018701215464554673,1.3206506845922986e-05,0.0006652890019981454,0.20735271098816063
Eluru,629,8230.0,17043.0,0.014374985693684618,0.013586193917743272,0.038830549524158875,0.2034183619397394
Ernakulam,6324,148755.0,64621.0,0.14473413143498065,0.24556674073315923,0.14723164588397997,0.32667401969045995
Erode,6017,147495.0,66962.0,0.1377068693203928,0.24348671590492635,0.15256534983493086,0.32196436412314156
Etah,11264,87429.0,60367.0,0.25781124819740425,0.1443289608790251,0.13753938761514398,0.33334820610754295
Etawah,7154,79095.0,60637.0,0.16373291825943645,0.13057108237228482,0.13815455210329294,0.2900906898320299
Faizabad,6926,94916.0,68689.0,0.15851397440886306,0.15668860047345326,0.1565001241720911,0.2947810051185083
Faridabad,16155,118951.0,159241.0,0.3697667498340467,0.19636589947867314,0.3628126231752968,0.35389053509002855
Faridkot,902,39412.0,14533.0,0.020623984251608028,0.0650618559764396,0.0331117981713666,0.22765197645694574
Farrukhabad,5870,77196.0,68284.0,0.13434202394304942,0.12743618780973384,0.15557737743986766,0.2735958092131398
Fatehabad,2612,69794.0,41611.0,0.05976606313090851,0.11521686735054361,0.09480596117172886,0.25103197995823506
Fatehgarh Sahib,1048,37399.0,15077.0,0.023965939524343626,0.06173876869133422,0.034351240695637116,0.22741163514714374
Fatehpur,12333,117914.0,104445.0,0.282280770023119,0.19465400602877037,0.2379661294989599,0.3431806845209638
Fazilka,1911,61395.0,31246.0,0.04372009980085609,0.10135168597568021,0.07119047998778784,0.24379061831305698
Ferozepur,1381,55330.0,27889.0,0.03158834435873372,0.09133950297311486,0.06354193485180232,0.23646275196237898
Firozabad,12300,113767.0,135931.0,0.28152539657106235,0.18780808304251503,0.3097034223651024,0.3257927073724105
Firozpur,395,11480.0,6360.0,0.009018701215464555,0.018951337323899486,0.014490541276397961,0.20828990716046605
Gadag,4457,40725.0,28360.0,0.10199830613225902,0.0672293739125267,0.06461505512557329,0.25476806099279964
Gadag *,145,1340.0,815.0,0.00329617506352004,0.0022120898966921003,0.0018568853994126316,0.20183192890420235
Gadchiroli,2374,140665.0,51728.0,0.05431821823425733,0.23221166068521962,0.11785640238137007,0.29104067109151677
Gajapati,2002,59008.0,21045.0,0.04580309932016389,0.09741119449552794,0.04794865427072249,0.24769598667213225
Ganderbal,843,13696.0,7331.0,0.019273468079749122,0.022609539720220152,0.016702855046741107,0.21341263211063952
Gandhinagar,5650,76564.0,63508.0,0.12930620092933826,0.12639287376890593,0.14469580116061032,0.2733404696471756
Ganganagar,5504,102528.0,68233.0,0.12596424565660266,0.169254591737349,0.1554611797032173,0.2869952990169372
Ganjam,8116,188862.0,96583.0,0.18575319889211894,0.3117759119918384,0.22005345095885914,0.3550009541618111
Garhwa,6073,99458.0,39377.0,0.13898871517842837,0.16418659473522604,0.08971604462904441,0.3033269150396529
Garhwa *,381,5584.0,2083.0,0.00869823975095566,0.009218141778454245,0.004745880106719646,0.20621737659042005
Garhwal,56,337.0,386.0,0.0012589557534277932,0.0005563241008845058,0.0008794573793537127,0.2005502204658542
Gariyaband,1542,52088.0,26636.0,0.03527365120058598,0.08598756607380456,0.06068711594939246,0.23636706371987776
Gaurela-pendra-marwahi,140,2289.0,3268.0,0.0031817245404811498,0.0037787117712897145,0.007445768693595681,0.2012950207859892
Gaurella Pendra Marwahi,983,0.0,0.0,0.02247808272483805,0.0,0.0,0.20899123308993522
Gautam Buddha Nagar,18957,89439.0,150972.0,0.43390482294504085,0.14764709572406323,0.3439726411289863,0.36382623924184443
Gaya,27401,185172.0,191586.0,0.6271888662531188,0.3056844107091564,0.43650705046855026,0.48584790069120004
Ghaziabad,23070,192022.0,235675.0,0.528051823196832,0.316992482195978,0.5369588546092907,0.43062595123526587
Ghazipur,11288,145692.0,125794.0,0.25836061070799093,0.24051029942452645,0.28660741341559826,0.3422268813698873
Gir Somnath,5723,36766.0,11831.0,0.13097717856570606,0.06069380383715056,0.026955596515890606,0.27127727365796456
Giridih,14303,110410.0,124089.0,0.3273742761004418,0.18226630260729462,0.2827227635922872,0.3473116787646371
Goalpara,9898,27624.0,39562.0,0.22654336530317945,0.04560206813897207,0.09013754622277612,0.2908306641323054
Godda,5390,80934.0,56166.0,0.12335477373131594,0.13360692813349137,0.12796788385694463,0.277191103974534
Golaghat,11505,20154.0,27484.0,0.2633277634078788,0.033270492371591485,0.06261918811957885,0.3061154646878723
Gomati,679,14702.0,9522.0,0.015519490924073521,0.024270257956094967,0.021694800948720342,0.21157693936232336
Gonda,15267,152075.0,122985.0,0.34944033694233984,0.2510474410742173,0.28020742435185586,0.3841536263362517
Gondia,29,865.0,952.0,0.0006409229290177856,0.001427953552715423,0.0021690244174734055,0.20039374570919863
Gondiya,2890,96514.0,62380.0,0.0661295122118708,0.15932660021592637,0.14212578063234352,0.2617572888446502
Gondiya *,57,1408.0,1954.0,0.0012818458580355712,0.0023243452048824454,0.004451968184604027,0.2005520827882464
Gopalganj,15148,103484.0,103324.0,0.34671641449401425,0.17083276930543678,0.2354120576796451,0.35993726198385145
Gorakhpur,19969,178164.0,154619.0,0.45706960880811226,0.2941155107121279,0.3522819184929837,0.4300176641094993
Gulbarga,4356,64465.0,23147.0,0.09968640556687343,0.10641968297780316,0.052737823730311884,0.2718948706718083
Gumla,6701,87878.0,45802.0,0.15336370087211298,0.1450701760757525,0.10435468105999676,0.29850261456714683
Guna,9811,132886.0,52165.0,0.22455192620230274,0.21936998359091525,0.11885205749737415,0.3537983524178124
Guntur,9729,291694.0,173594.0,0.22267493762446494,0.48153235098933245,0.3955143116878974,0.40258005310793943
Gurdaspur,5120,119235.0,70986.0,0.11717444548721587,0.1968347304717034,0.16173357909534364,0.293256954564499
Gurgaon,6861,70791.0,117431.0,0.15702611760935747,0.11686272826621677,0.2675532629919322,0.25604488575184325
Gurugram,2636,0.0,0.0,0.060315425641495175,0.0,0.0,0.2241261702565981
Gwalior,18542,127120.0,80090.0,0.42440542953281296,0.20985139378171624,0.18247601428092966,0.4172075264696258
HOOGHLY,7,32.0,119.0,0.00013734062764666835,5.2826027383691945e-05,0.0002711280521841757,0.20002184105157533
HOWRAH,3,30.0,53.0,4.578020921555612e-05,4.95244006722112e-05,0.00012075451063664967,0.2000139709418278
Hailakandi,5578,21123.0,20672.0,0.12765811339757824,0.034870130513303906,0.04709881592227966,0.25559153437989696
Hamirpur,4663,78506.0,48343.0,0.1067136676814613,0.12959875330575374,0.11014406240957651,0.2724961559129707
Hanumakonda,1030,9017.0,18490.0,0.02355391764140362,0.014885384028710947,0.04212737550323872,0.20695024556739808
Hanumangarh,4940,96633.0,76299.0,0.11305422665781582,0.1595230470052595,0.17383864918991948,0.2742631796272462
Haora,2862,27755.0,38939.0,0.06548858928285302,0.04581832468857406,0.0887181111260472,0.2267791433633614
Hapur,7262,56755.0,42548.0,0.1662050495570765,0.09369191200504488,0.0969408097843051,0.28457062266798755
Harda,2134,37769.0,10000.0,0.048824593128390596,0.06234956963295816,0.022783869931443334,0.23991289111825084
Harda *,610,10172.0,2061.0,0.013940073706136836,0.016792073454591078,0.004695755592870471,0.21135370774571707
Hardoi,25193,205097.0,140871.0,0.5766475152791448,0.33857686682228333,0.32095865411123536,0.5018980220183242
Hardwar,146,895.0,1147.0,0.0033190651681278185,0.001477477953387634,0.0026133098811365503,0.20139595527237888
Haridwar,5955,134636.0,67474.0,0.13628768283471057,0.2222589069634609,0.15373188397542076,0.3126722591241845
Hasan,993,9682.0,8339.0,0.02270698377091583,0.015983174910278293,0.018999469135830595,0.21167616964531155
Hassan,2494,47012.0,38376.0,0.0570650307871907,0.07760803748006642,0.08743537924890693,0.2363821514571215
Hathras,6493,80404.0,59001.0,0.14860255911369516,0.13273199705494898,0.1344271109825088,0.28564840027095595
Haveri,4242,68328.0,56962.0,0.09707693364158673,0.11279677497102822,0.1297814799034875,0.2579931874643485
Haveri *,117,1417.0,946.0,0.0026552521345022547,0.002339202525084109,0.0021553540955145394,0.20156671104473162
Hawrah,6,13.0,31.0,0.00011445052303889029,2.1460573624624852e-05,7.062999678747433e-05,0.20004023843930793
Hazaribag,566,7734.0,9612.0,0.012932909103394601,0.012767390493296046,0.02189985577810333,0.20590014868305562
Hazaribagh,6204,74932.0,65509.0,0.1419873188820473,0.12369874637233765,0.14925485353389215,0.2764234553949756
Hingoli,8189,117064.0,94250.0,0.18742417652848675,0.19325081467639105,0.21473797410385342,0.3093224016611804
Hingoli *,1,9.0,3.0,0.0,1.485732020166336e-05,6.835160979433e-06,0.2000045758958848
Hisar,5234,115867.0,62279.0,0.11978391741250256,0.19127479108956982,0.14189566354603594,0.29604435069162177
Hnahthial,2,17.0,47.0,2.2890104607778056e-05,2.8063827047586346e-05,0.00010708418867778366,0.19999896473492662
Hojai,7050,29002.0,24681.0,0.16135234738022752,0.0478768889431823,0.05623286937779529,0.2724451206538049
Hooghiy,1,7.0,31.0,0.0,1.1555693490182613e-05,7.062999678747433e-05,0.19999049627803858
Hooghly,15354,160790.0,178226.0,0.3514317760432165,0.2654342794694946,0.40606780024014194,0.3655328621570561
Hoshangabad,5982,97056.0,12076.0,0.13690571565912057,0.16022134105473768,0.02751380132921097,0.31334806241970115
Hoshiarpur,4134,92764.0,45848.0,0.0946048023439467,0.1531360501319,0.1044594868616814,0.27820444361800245
Howrah,11411,99356.0,105525.0,0.26117609357474764,0.16401821177294051,0.24042678745155577,0.32199236464876413
Hugli,194,439.0,1199.0,0.004417790189301165,0.0007247070631700239,0.0027317860047800556,0.20151064170003247
Hyderabad,30830,334285.0,247214.0,0.7056790349531897,0.5518421426236707,0.5632491621231832,0.5903586386061076
Idukki,1698,47933.0,15104.0,0.038844507519399364,0.07912843658070332,0.03441275714445201,0.24030662621115068
Imphal East,1132,59274.0,54210.0,0.02588870831139698,0.09785031084815489,0.12351135889835431,0.2247933358841499
Imphal West,1236,61311.0,57603.0,0.0282692791906059,0.10121301765379803,0.13124192596609305,0.22554453354454296
Indore,22303,221624.0,184005.0,0.5104951129626663,0.3658598591526045,0.4192345986735231,0.4666950691114037
JAJPUR,2472,36548.0,18175.0,0.05656144848581958,0.060333926525599164,0.04140968360039826,0.23847621328448787
Jabalpur,12467,158664.0,90559.0,0.28534804404056124,0.2619246502751906,0.2063284477121577,0.3776433881838692
Jagatsinghapur,3184,48402.0,15393.0,0.07285920296655755,0.07990266804454554,0.035071210985470724,0.2540905062073471
Jagatsinghpur,694,12093.0,5034.0,0.015862842493190192,0.019963285910968333,0.011469400123488575,0.2120365713369657
Jagitial,1595,10745.0,15960.0,0.03648682674479822,0.017737989507430312,0.03636305641058356,0.21441731521877472
Jaintia Hills,4,8.0,25.0,6.867031382333417e-05,1.3206506845922986e-05,5.695967482860833e-05,0.20002135879330196
Jaipur,31146,355884.0,270703.0,0.7129123080092475,0.587498060294307,0.6167661942051504,0.5968109084803918
Jaisalmer,2854,44977.0,20738.0,0.06530546844599079,0.07424863230113476,0.04724918946382718,0.2463718024060848
Jajapur,2608,60113.0,25992.0,0.059674502712477394,0.09923534325362106,0.05921983472580751,0.2517199714412779
Jajpur,17,286.0,225.0,0.0003662416737244489,0.00047213261974174674,0.000512637073457475,0.20023282230269498
Jalandhar,4118,141270.0,50260.0,0.09423856067022225,0.23321040276544253,0.1145117302754342,0.3080772393191791
Jalaun,5557,74682.0,59356.0,0.1271774212008149,0.12328604303340256,0.13523593836507505,0.27313819802067196
Jalgaon,13260,417384.0,147995.0,0.3034998969945293,0.6890230816723399,0.3371898830503956,0.5295712148566686
Jalna,5590,192692.0,77110.0,0.12793279465287158,0.318098527144324,0.17568642104135954,0.3432752445106063
Jalor,13991,99786.0,65815.0,0.32023256346281503,0.16472806151590888,0.1499520399537943,0.3639938420007307
Jalore,494,20.0,985.0,0.011284821571634582,3.301626711480746e-05,0.002244211188247168,0.20407829289785034
Jalpaiguri,10654,80643.0,183819.0,0.24384828438665965,0.13312654144697092,0.41881081869279824,0.2670277665948926
Jammu,4620,98799.0,34436.0,0.10572939318332684,0.16309870873379315,0.07845853449591826,0.29183953386766437
Jamnagar,6078,81102.0,44440.0,0.13910316570146727,0.13388426477725576,0.10125151797533417,0.2889446685964224
Jamtara,4450,39641.0,32665.0,0.10183807540000457,0.06543989223490414,0.07442351113105965,0.2520264848277516
Jamui,10382,82157.0,65905.0,0.237622175933344,0.13562587286756184,0.1501570947831773,0.3192678005637269
Jangaon,81,280.0,789.0,0.0018312083686222447,0.0004622277396073045,0.001797647337590879,0.20055784497577364
Jangoan,1022,7279.0,16621.0,0.023370796804541395,0.012016270416434178,0.03786907021305196,0.20658101284577984
Janjgir - Champa,33,200.0,206.0,0.0007324833474488978,0.00033016267114807467,0.00046934772058773266,0.20033118886332124
Janjgir Champa,25,192.0,227.0,0.0005493625105866734,0.00031695616430215166,0.0005171938474437637,0.20024308870046678
Janjgir-champa,4639,180654.0,110497.0,0.10616430517087462,0.2982260359679214,0.2517549275814694,0.31140515093922455
Jashpur,2543,74603.0,69483.0,0.05818664591297182,0.12315562877829907,0.1583091634446477,0.24087507718757883
Jaunpur,15853,183080.0,152196.0,0.3628539382424978,0.3022309091689475,0.346761386808595,0.3966816616028591
Jayashankar Bhupalpally,847,4568.0,16070.0,0.019365028498180236,0.007540915409022025,0.03661367897982944,0.203439641766915
Jehanabad,4883,37430.0,45380.0,0.11174949069517247,0.061789943905362174,0.10339320174888984,0.24873713349043589
Jhabua,13488,88726.0,40936.0,0.30871884084510265,0.14647006580142036,0.09326804995135643,0.36342195266833793
Jhajjar,2624,56639.0,32079.0,0.06004074438620184,0.093500417655779,0.07308837635307706,0.24679878954617696
Jhajjar *,1,0.0,0.0,0.0,0.0,0.0,0.2
Jhalawar,7036,80112.0,80252.0,0.16103188591571865,0.1322499595550728,0.18284511297381903,0.2807437155935528
Jhansi,7160,112005.0,70611.0,0.16387025888708312,0.1848993499097005,0.16087918397291454,0.3073320067241305
Jhargram,962,4006.0,7121.0,0.02199739052807471,0.0066131583030959356,0.016224393778180798,0.20819934077683214
Jharsuguda,1182,25856.0,16420.0,0.027033213541785884,0.04268343012602309,0.037411114427429955,0.2204044345816376
Jhunjhunu,311,1941.0,2627.0,0.007095932428411197,0.0032042287234920644,0.005985322630990164,0.20292299993456328
Jhunjhunun,7611,110392.0,53765.0,0.17419369606519103,0.1822365879668913,0.12249747668640508,0.31807261827555194
Jind,3821,91268.0,43459.0,0.08744019960171218,0.1506664333517124,0.09901642033505959,0.2754393691143579
Jiribam,145,1966.0,1964.0,0.00329617506352004,0.003245499057385574,0.004474752054535471,0.20172171923745516
Jodhpur,22215,219033.0,138216.0,0.5084807837571818,0.3615826017478812,0.31490953664443716,0.4850434468731377
Jogulamba Gadwal,1844,11330.0,32836.0,0.042186462792134956,0.01870371532053843,0.07481311530688733,0.2093934481836919
Jorhat,4887,16279.0,19384.0,0.11184105111360358,0.026873590618097538,0.04416425347510976,0.2466530059976585
Junagadh,5536,102672.0,37119.0,0.12669672900405154,0.16949230886057562,0.0845714467985245,0.301561325786146
Jyotiba Phule Nagar,84,177.0,577.0,0.0018998786824455788,0.0002921939639660461,0.0013146292950442803,0.2006139031995558
K.V.Rangareddy,69,773.0,500.0,0.001556527113328908,0.0012760787239873086,0.0011391934965721668,0.20090520363561204
K.v. Rangareddy,17428,248985.0,193369.0,0.3989058529997482,0.41102776337901686,0.4405694144773266,0.4358595636560407
KOLKATA,1,2.0,23.0,0.0,3.3016267114807466e-06,5.240290084231967e-05,0.19999084007051615
Kabeerdham,955,32517.0,26854.0,0.021837159795820266,0.05367949788860972,0.06118380431389793,0.21796990221099244
Kachchh,9302,123961.0,65195.0,0.21290086295694371,0.2046364743909324,0.1485394400180448,0.3373070469355415
Kaimur (Bhabua),7825,78157.0,65170.0,0.17909217845125552,0.12902261944460036,0.1484824803432162,0.2935494230896991
Kaithal,2991,79936.0,39568.0,0.06844141277725639,0.1319594164044625,0.09015121654473499,0.2621300883637405
Kakching,109,2047.0,3285.0,0.00247213129764003,0.003379214939200544,0.007484501272479135,0.2008436382402404
Kakinada,969,11698.0,27668.0,0.02215762126032916,0.019311214635450887,0.06303841132631742,0.20397985209304853
Kalaburagi,4782,70137.0,39737.0,0.10943759012978689,0.11578309633156256,0.09053626394657638,0.27198102179522454
Kalahandi,4496,94924.0,46352.0,0.10289102021196236,0.1567018069802992,0.10560779390622614,0.28271557209565945
Kalimpong,513,723.0,2304.0,0.011719733559182365,0.00119353805620029,0.005249403632204544,0.20411542791971216
Kallakurichi,1064,4818.0,10493.0,0.024332181198068074,0.007953618747957119,0.02390711471906349,0.2081328970345974
Kamareddy,2008,15241.0,23700.0,0.04594043994781056,0.025160046354839028,0.0539977717375207,0.2176406401735557
Kamle,30,143.0,317.0,0.0006638130336255636,0.00023606630987087337,0.0007222486768267537,0.20021550200203322
Kamrup,13809,43252.0,43414.0,0.3160665644241994,0.07140097926248262,0.09891389292036809,0.3352042388905992
Kamrup Metro,6046,26762.0,25441.0,0.13837068235401837,0.04417906702632387,0.057964443492584984,0.26142701105361993
Kancheepuram,13050,233919.0,138912.0,0.29869297502689585,0.38615660936143237,0.31649529399166565,0.4106407749569982
Kanchipuram,387,9.0,8.0,0.00883558037860233,1.485732020166336e-05,1.8227095945154667e-05,0.2035365296603326
Kandhamal,3081,59939.0,31579.0,0.07050152219195642,0.09894810172972224,0.07194918285650491,0.2533900129973705
Kangra,3966,89913.0,33355.0,0.09075926476983999,0.1484295812546842,0.07599559815632924,0.28047641877854385
Kanker,1705,53209.0,27416.0,0.039004738251653806,0.08783812784558952,0.06246425780404504,0.23824429487808835
Kannauj,6638,71653.0,58143.0,0.151921624281823,0.11828572937886497,0.13247225494239098,0.28158849047579704
Kanniyakumari,2275,69432.0,37963.0,0.0520520978780873,0.1146192729157656,0.08649440542073833,0.2493696672333935
Kannur,5965,119399.0,55865.0,0.13651658388078836,0.19710546386204483,0.1272820893720082,0.3079924012227317
Kanpur Dehat,8017,75626.0,70875.0,0.18348707853594892,0.12484441084122147,0.16148067813910463,0.2910364601230473
Kanpur Nagar,24708,181438.0,166199.0,0.5655458145443725,0.29952027363882183,0.3786656398735951,0.4702933072985588
Kanyakumari,2005,29748.0,20312.0,0.045871769633987224,0.049108395706564625,0.0462785966047477,0.22873634681527122
Kapurthala,3726,54103.0,13449.0,0.08526563966397326,0.08931395498562142,0.03064202667079814,0.26370343252567824
Karaikal,567,16246.0,6179.0,0.01295579920800238,0.026819113777358104,0.014078153230638836,0.21309433454801643
Karauli,8636,80971.0,57578.0,0.19765605328816352,0.13366800822765376,0.13118496629126442,0.30629263134807405
Karbi Anglong,8107,39206.0,30601.0,0.18554718795064895,0.06472178842515708,0.06972092037720974,0.2861634064748805
Kargil,1022,5865.0,4441.0,0.023370796804541395,0.009682020331417289,0.010118316636553984,0.2111974635270727
Karim Nagar,82,1697.0,1097.0,0.0018540984732300226,0.0028014302646914135,0.002499390531479334,0.20136233338887272
Karimganj,14833,35646.0,39846.0,0.33950603154256415,0.05884489287872135,0.0907846081288291,0.34118344814274837
Karimnagar,6467,153003.0,86408.0,0.14800741639389292,0.2525793958683443,0.19687086330361556,0.32086055224417176
Karnal,4048,94019.0,48383.0,0.09263625334767779,0.15520782089335416,0.11023519788930228,0.27709059011855236
Karur,4019,57807.0,26643.0,0.09197244031405223,0.09542856765528376,0.06070306465834448,0.2628197902560655
Kasaragod,3555,71756.0,27689.0,0.08135143177604322,0.11845576315450622,0.06308625745317345,0.26730562648158507
Kasargod,315,2138.0,1794.0,0.007187492846842309,0.003529438954572918,0.004087426265700934,0.20346928746742593
Kasganj,6341,74519.0,48218.0,0.1451232632133129,0.12301696045641687,0.10985926403543346,0.28528423666080527
Kathua,2962,40163.0,20049.0,0.06777759974363083,0.06630161680660061,0.04567938082555074,0.24449581045498242
Katihar,16350,217280.0,177283.0,0.3742303202325635,0.3586887259352683,0.40391928130560684,0.4123837622060113
Katni,10941,98452.0,55780.0,0.2504177444090919,0.16252587649935124,0.12708842647759092,0.3397597630678591
Kaushambi,7463,97595.0,75540.0,0.17080596058323988,0.16111112945348174,0.17210935346212294,0.29834496532226407
Kawardha,2142,60791.0,65916.0,0.04900771396525282,0.10035459470881303,0.15018215704010188,0.22970849206160598
Kendrapara,4015,78386.0,39055.0,0.09188087989562112,0.1294006557030649,0.08898240401725194,0.270716133436024
Kendrapara *,1,0.0,0.0,0.0,0.0,0.0,0.2
Kendujhar,5426,102233.0,53320.0,0.12417881749719596,0.16876760179740558,0.12148359447445585,0.29288184882294943
Khagaria,8196,79904.0,73744.0,0.1875844072607412,0.13190659037707878,0.16801737042243572,0.29419292497064087
Khairagarh Chhuikhadan Gandai,246,1035.0,5911.0,0.0056080756289056235,0.0017085918231912864,0.013467545516476154,0.20023315787754356
Khammam,5021,103128.0,84209.0,0.11490832513104585,0.17024507975079323,0.19186069030569117,0.27568922389159745
Khandwa,4521,59018.0,17315.0,0.10346327282715681,0.09742770262908534,0.03945027078629413,0.27246633602523807
Khargone,15039,169201.0,40066.0,0.3442213930917664,0.2793192706046269,0.09128585326732086,0.4311590948250932
Khawzawl,36,8.0,34.0,0.0008011536612722319,1.3206506845922986e-05,7.746515776690733e-05,0.2003102510356939
Kheda,7567,117161.0,51628.0,0.17318653146244878,0.19341094357189786,0.11762856368205564,0.3231132772773275
Kheri,24578,190063.0,180395.0,0.5625701009453613,0.31375853883208255,0.41100962162827204,0.46832953158532314
Khorda,4317,94322.0,36811.0,0.09879369148717008,0.1557080173401435,0.08386970360463605,0.28502674280999823
Khordha,1222,22624.0,8353.0,0.027948817726097006,0.03734800136027021,0.019031366553734618,0.22231245432379998
Khowai,339,9166.0,3415.0,0.007736855357428983,0.015131355218716261,0.007780691581587899,0.20759114591414055
Khunti,2644,42955.0,21163.0,0.0604985464783574,0.07091068769582773,0.04821750393591353,0.24292019288249136
Kinnaur,163,4467.0,1132.0,0.0037081969464600453,0.0073741832600922475,0.0025791340762393853,0.20391712526737307
Kiphire,908,4310.0,1924.0,0.020761324879254698,0.007115005563241009,0.004383616574809697,0.21027380886203637
Kishanganj,8764,141279.0,143133.0,0.20058598667795913,0.2332252600856442,0.3261123654897279,0.30830202560749576
Kishtwar,1269,20920.0,5823.0,0.029024652642662574,0.03453501540208861,0.013267047461079453,0.2227704577256846
Koch Bihar,3348,13201.0,70256.0,0.07661318012223316,0.021792387109128668,0.1600703565903483,0.20734815557447508
Kodagu,1211,17305.0,11189.0,0.027697026575411447,0.02856732512108716,0.025492872066291947,0.21740716626534107
Kodarma,310,4898.0,2941.0,0.007073042323803419,0.008085683816416347,0.0067007361468374846,0.2047233432267204
Koderma,3222,38143.0,23759.0,0.07372902694165312,0.06296697382800506,0.05413219657011622,0.24385196099384004
Kohima,1621,13953.0,3270.0,0.03708196946460045,0.02303379875264543,0.00745032546758197,0.22255624219338196
Kokrajhar,4609,28859.0,21794.0,0.10547760203264128,0.04764082263331143,0.0496551661285876,0.2513163366406636
Kolar,4186,64283.0,46340.0,0.09579508778355117,0.10611923494705841,0.1055804532623084,0.25964963843978217
Kolasib,275,10931.0,3831.0,0.006271888662531187,0.01804504079159802,0.008728500570735941,0.2079810716675045
Kolhapur,7480,271084.0,125687.0,0.1711950923615721,0.44750908772752335,0.28636362600733184,0.39020894683417184
Kolkata,10361,91010.0,103139.0,0.23714148373658067,0.15024052350593137,0.2349905560859134,0.30795469167982215
Kollam,5069,127311.0,51580.0,0.1160070501522192,0.21016669913266267,0.11751920110638471,0.30696565949267585
Komaram Bheem,1106,9677.0,26698.0,0.025293565591594753,0.015974920843499593,0.06082837594296741,0.20434171938544426
Kondagaon,3038,57346.0,60916.0,0.06951724769382196,0.09466754269828745,0.13879022207438022,0.23791587174196774
Koppal,5451,59812.0,42612.0,0.12475107011239041,0.09873844843354321,0.09708662655186634,0.2699784821080002
Koraput,4502,105211.0,41414.0,0.10302836083960903,0.17368372397080042,0.09435711893407943,0.2918134101373479
Korba,3542,101874.0,81870.0,0.0810538604161421,0.16817495980269478,0.18653154312872658,0.2623852194617895
Koriya,1763,60897.0,30739.0,0.04033236431890493,0.10052958092452151,0.07003533778226366,0.24233771054091785
Kota,7525,93354.0,91734.0,0.1722251470689221,0.1541100300117868,0.20900555242910226,0.2887329603464631
Kottayam,3321,78215.0,29392.0,0.07599514729782314,0.1291183666192333,0.06696635050249825,0.26865213546632294
Kozhikode,6704,152186.0,87618.0,0.15343237118593633,0.25123068135670445,0.1996277115653202,0.32193967870399226
Kra Daadi,81,1240.0,500.0,0.0018312083686222447,0.002047008561118063,0.0011391934965721668,0.20132344807258168
Krishna,6737,233247.0,109324.0,0.154187744637993,0.38504726278637486,0.2490823796385111,0.36587752704204496
Krishnagiri,5075,120803.0,60512.0,0.11614439077986585,0.1994232058135043,0.1378697537291499,0.2986530878915181
Kulgam,1211,25744.0,12268.0,0.027697026575411447,0.04249853903018017,0.027951251631894682,0.22248797591585773
Kullu,1239,21248.0,9356.0,0.028337949504429232,0.03507648218277145,0.021316588707858384,0.2211024549333086
Kupwara,2884,49760.0,44792.0,0.06599217158422413,0.08214447258164097,0.10205351019692098,0.23884395562696187
Kurnool,11770,350633.0,174517.0,0.26939364112894,0.5788296393633143,0.3976172628825696,0.4597658596203878
Kurukshetra,2404,69992.0,28354.0,0.05500492137249067,0.1155437283949802,0.06460138480361442,0.25529918294626547
Kurung Kumey,75,3390.0,332.0,0.0016938677409755762,0.0055962572759598655,0.0007564244817239187,0.20276476511042937
Kushi Nagar,1570,0.0,0.0,0.03591457412960377,0.0,0.0,0.21436582965184153
